,Variable,Position,Label de,Label en,Skala,N,Format,Missing
736,CA05,737,Lungenentzündung     ,lung infection,Nominal,17421,F2,
737,CBJ05,738,Erstmals (Jahre): Lungenentzündung   ,First time (years): pneumonia,Metrisch,1770,F2,
738,CBM05,739,Erstmals (Monate): Lungenentzündung   ,First time (months): pneumonia,Metrisch,712,F2,
739,CC05,740,Letzte 12 Monate: Lungenentzündung  ,Last 12 months: pneumonia,Nominal,1779,F2,
740,CD05,741,Letzte 4 Wochen: Lungenentzündung  ,Last 4 weeks: pneumonia,Nominal,1779,F2,
741,CA06,742,Mittelohrentzündung     ,otitis media,Nominal,17421,F2,
742,CBJ06,743,Erstmals (Jahre): Mittelohrentzündung   ,First time (years): otitis media,Metrisch,8246,F2,
743,CBM06,744,Erstmals (Monate): Mittelohrentzündung   ,First time (months): otitis media,Metrisch,2605,F2,
744,CC06,745,Letzte 12 Monate: Mittelohrentzündung  ,Last 12 months: otitis media,Nominal,8285,F2,
745,CD06,746,Letzte 4 Wochen: Mittelohrentzündung  ,Last 4 weeks: otitis media,Nominal,8285,F2,
746,CA07,747,Herzkrankheit     ,heart disease,Nominal,17421,F2,
747,CBJ07,748,Erstmals (Jahre): Herzkrankheit   ,First time (years): Heart disease,Metrisch,462,F2,
748,CBM07,749,Erstmals (Monate): Herzkrankheit   ,First time (months): Heart disease,Metrisch,339,F2,
749,CC07,750,Letzte 12 Monate: Herzkrankheit  ,Last 12 months: heart disease,Nominal,488,F2,
750,CD07,751,Letzte 4 Wochen: Herzkrankheit  ,Last 4 weeks: heart disease,Nominal,488,F2,
751,CA08,752,"Blutarmut, Anämie    ","anemia, anemia",Nominal,17421,F2,
752,CBJ08,753,"Erstmals (Jahre): Blutarmut, Anämie  ","For the first time (years): anemia, anemia",Metrisch,397,F2,
753,CBM08,754,"Erstmals (Monate): Blutarmut, Anämie  ","For the first time (months): anemia, anemia",Metrisch,193,F2,
754,CC08,755,"Letzte 12 Monate: Blutarmut, Anämie ","Last 12 months: anemia, anemia",Nominal,399,F2,
755,CD08,756,"Letzte 4 Wochen: Blutarmut, Anämie ","Last 4 weeks: anemia, anemia",Nominal,399,F2,
756,CA09,757,Krampfanfall     ,seizure,Nominal,17421,F2,
757,CBJ09,758,Erstmals (Jahre): Krampfanfall   ,First time (years): seizure,Metrisch,583,F2,
758,CBM09,759,Erstmals (Monate): Krampfanfall   ,First time (months): seizure,Metrisch,328,F2,
759,CC09,760,Letzte 12 Monate: Krampfanfall  ,Last 12 months: seizure,Nominal,589,F2,
760,CD09,761,Letzte 4 Wochen: Krampfanfall  ,Last 4 weeks: seizure,Nominal,589,F2,
761,CA10,762,Schilddrüsenkrankheit     ,thyroid disease,Nominal,17421,F2,
762,CBJ10,763,Erstmals (Jahre): Schilddrüsenkrankheit   ,First time (years): Thyroid disease,Metrisch,240,F2,
763,CBM10,764,Erstmals (Monate): Schilddrüsenkrankheit   ,First time (months): Thyroid disease,Metrisch,41,F2,
764,CC10,765,Letzte 12 Monate: Schilddrüsenkrankheit  ,Last 12 months: Thyroid disease,Nominal,241,F2,
765,CD10,766,Letzte 4 Wochen: Schilddrüsenkrankheit  ,Last 4 weeks: Thyroid disease,Nominal,241,F2,
766,CA11,767,Zuckerkrankheit     ,diabetes,Nominal,17421,F2,
767,CBJ11,768,Erstmals (Jahre): Zuckerkrankheit   ,For the first time (years): Diabetes,Metrisch,21,F2,
768,CBM11,769,Erstmals (Monate): Zuckerkrankheit   ,For the first time (months): Diabetes,Metrisch,7,F2,
769,CC11,770,Letzte 12 Monate: Zuckerkrankheit  ,Last 12 months: diabetes,Nominal,22,F2,
770,CD11,771,Letzte 4 Wochen: Zuckerkrankheit  ,Last 4 weeks: diabetes,Nominal,22,F2,
771,CA12,772,Skoliose     ,scoliosis,Nominal,17421,F2,
772,CBJ12,773,Erstmals (Jahre): Skoliose   ,First time (years): Scoliosis,Metrisch,809,F2,
773,CBM12,774,Erstmals (Monate): Skoliose   ,First time (months): scoliosis,Metrisch,120,F2,
774,CC12,775,Letzte 12 Monate: Skoliose  ,Last 12 months: scoliosis,Nominal,811,F2,
775,CD12,776,Letzte 4 Wochen: Skoliose  ,Last 4 weeks: scoliosis,Nominal,811,F2,
776,CA13,777,Migräne     ,migraine,Nominal,17421,F2,
777,CBJ13,778,Erstmals (Jahre): Migräne   ,First time (years): migraine,Metrisch,378,F2,
778,CBM13,779,Erstmals (Monate): Migräne   ,First time (months): migraine,Metrisch,26,F2,
779,CC13,780,Letzte 12 Monate: Migräne  ,Last 12 months: migraines,Nominal,385,F2,
780,CD13,781,Letzte 4 Wochen: Migräne  ,Last 4 weeks: migraines,Nominal,385,F2,
781,CA14,782,Weitere Krankheiten    ,Other diseases,Nominal,17313,F2,
782,C15,783,Angeborene Fehlbildung    ,congenital malformation,Nominal,17333,F2,
783,C17,784,Allergietest     ,allergy test,Nominal,3483,F2,
784,C171,785,Bluttest     ,blood test,Nominal,2022,F2,
785,C172,786,Pricktest     ,prick test,Nominal,2022,F2,
786,C173,787,Pflastertest     ,patch test,Nominal,2022,F2,
787,C174,788,Andere Methoden    ,other methods,Nominal,2022,F2,
788,C18,789,Allergiebestätigung d. Test   ,allergy confirmation d. test,Nominal,2050,F2,
789,C181,790,"Allergen: Blütenstaub, Gräser   ","Allergen: pollen, grasses",Nominal,1658,F2,
790,C182,791,"Allergen: Tiere, Tierhaare   ","Allergen: animals, animal hair",Nominal,1652,F2,
791,C183,792,Allergen: Schimmelpilze    ,Allergen: molds,Nominal,1649,F2,
792,C184,793,Allergen: Hausstaub    ,Allergen: house dust,Nominal,1653,F2,
793,C185,794,Allergen: Nahrungsmittel    ,Allergen: food,Nominal,1649,F2,
794,C186,795,Allergen: Sonstiges    ,Allergen: other,Nominal,1567,F2,
795,C19,796,De-/Hyposensibilisierung     ,de-/hyposensitization,Nominal,2607,F2,
796,C19a,797,Behandlungserfolg: De-/Hyposensibilisierung    ,Treatment success: de-/hyposensitization,Ordinal,338,F2,
797,C19z,798,Behandlungsbeginn: De-/Hyposensibilisierung    ,Start of treatment: de-/hyposensitization,Metrisch,346,F4,
798,C20,799,"Medikamente wg. Heuschnupfen, allerg. Bindhautentz. ","medication according to hay fever, allergy conjunctivitis",Nominal,1556,F2,
799,C201,800,Antihistaminika     ,antihistamines,Nominal,1041,F2,
800,C201a,801,Topisch     ,topical,Nominal,1019,F2,
801,C201b,802,Systemisch     ,Systemic,Nominal,1019,F2,
802,C202,803,Abschwel. Nasentropfen    ,smoldering nose drops,Nominal,1041,F2,
803,C203,804,"Andere Medikamente wg. Heuschnupfen, allerg. Bindhautentz.","Other medications hay fever, allergy conjunctivitis",Nominal,1041,F2,
804,C204,805,"Medikament wg. Heuschnupfen, allerg. Bindhautentz.: Weiß","drug according to hay fever, allergy Conjunctivitis: White",Nominal,1041,F2,
805,C21,806,Fehlen in Schule/Kita wg. Heuschnupfens ,Absence from school/daycare due to hay fever,Nominal,1534,F2,
806,C21z,807,Fehltage in Schule/Kita wg. Heuschnupfens ,Missing days in school/daycare due to hay fever,Metrisch,108,F3,
807,C22,808,Medikamente wg. Neurodermitis   ,medication according to neurodermatitis,Nominal,2062,F2,
808,C221,809,Kortikoidfreie Salben    ,Corticoid-free ointments,Nominal,1038,F2,
809,C222,810,Kortikoidhaltige Salben    ,Ointments containing corticosteroids,Nominal,1038,F2,
810,C223,811,Andere Neurodermitis-Medikamente    ,Other eczema medications,Nominal,1038,F2,
811,C224,812,Neurodermitis-Medikament: Weiß nicht   ,Neurodermatitis medication: Don't know,Nominal,1038,F2,
812,C23,813,Fehlen in Schule/Kita wg. Neurodermitis ,Absence from school/daycare due to neurodermatitis,Nominal,2007,F2,
813,C23z,814,Fehltage in Schule/Kita wg. Neurodermitis ,Missing days in school/daycare due to neurodermatitis,Metrisch,25,F3,
814,C24,815,Asthmaanfälle i.d.l. 12 Mon.  ,Asthma attacks idl 12 months,Ordinal,682,F2,
815,C25,816,Asthmaanfälle werden als bedrohlich empfunden ,Asthma attacks are perceived as threatening,Ordinal,681,F2,
816,C26,817,Klinikaufnahme wg. Asthmaanfall   ,Hospital admission due to asthma attack,Nominal,672,F2,
817,C26a,818,Notärztl. Versorgung wg. Asthma  ,emergency doctor supply according to asthma,Nominal,673,F2,
818,C26az,819,Häufigkeit: Notärztl. Versorgung wg. Asthma ,Frequency: emergency doctor. supply according to asthma,Metrisch,16,F3,
819,C26b,820,Ambulante ärztl. Versorgung wg. Asthma ,Outpatient medical care due to asthma,Nominal,678,F2,
820,C26bz,821,Häufigkeit: Ambulante ärztl. Versorgung wg. Asthma,Frequency: Outpatient medical care due to asthma,Metrisch,134,F2,
821,C26z1,822,Häufigkeit: Klinikaufnahme wg. Asthmaanfall  ,Frequency: Hospital admission due to asthma attack,Metrisch,20,F2,
822,C26z2,823,Nächte in Klinik wg. Asthmaanfall ,Nights in clinic due to asthma attack,Metrisch,15,F3,
823,C27,824,Fehlen in Schule/Kita wg. Asthma bronchiale,Absence from school/daycare due to bronchial asthma,Nominal,681,F2,
824,C27z,825,Fehltage in Schule/Kita wg. Asthma bronchiale,Missing days in school/daycare due to bronchial asthma,Metrisch,102,F2,
825,C28,826,Medikamente wg. Asthma   ,medication according to asthma,Nominal,669,F2,
826,C281,827,Betamimetika     ,betamimetics,Nominal,460,F2,
827,C282,828,Ipratropiumbromid     ,ipratropium bromide,Nominal,460,F2,
828,C283,829,Cromoglycin     ,cromoglycine,Nominal,460,F2,
829,C284,830,Kortikosteroide     ,corticosteroids,Nominal,460,F2,
830,C2841,831,Inhalativ     ,inhalative,Nominal,458,F2,
831,C2842,832,Systemisch     ,Systemic,Nominal,458,F2,
832,C285,833,Andere Asthma-Medikamente    ,Other asthma medications,Nominal,460,F2,
833,C286,834,Asthma-Medikament: Weiß nicht   ,Asthma medication: Don't know,Nominal,460,F2,
834,C29,835,Häufigkeit: Mittelohrentzündung    ,Frequency: otitis media,Ordinal,7686,F2,
835,C301,836,Paukenerguss m. Paracentese   ,tympanic effusion with paracentesis,Nominal,8285,F2,
836,C302,837,Paukenerguss m. Drainage   ,tympanic effusion with drainage,Nominal,8285,F2,
837,C303,838,Schwerhörigkeit     ,deafness,Nominal,8285,F2,
838,C304,839,Verzög. Sprachentwicklung    ,delay language development,Nominal,8285,F2,
839,C31,840,Medikamente wg. Mittelohrentzündung   ,medication according to otitis media,Nominal,7555,F2,
840,C321,841,Antibiotika     ,antibiotics,Nominal,1608,F2,
841,C322,842,Schmerzmittel     ,Painkiller,Nominal,1608,F2,
842,C323,843,Nasentropfen     ,nose drops,Nominal,1608,F2,
843,C324,844,Andere Medikamente wg. Mittelohrentzündung  ,Other medications otitis media,Nominal,1608,F2,
844,C325,845,Medikament wg. Mittelohrentzündung: Weiß nicht ,drug according to Otitis media: Don't know,Nominal,1608,F2,
845,C34,846,Operation wg. Herzkrankheit   ,surgery due to heart disease,Nominal,449,F2,
846,C34z,847,Anzahl Operationen wg. Herzkrankheit  ,Number of operations due to heart disease,Metrisch,45,F2,
847,C35,848,Regelmäßige Kontrollen notwendig   ,Regular checks necessary,Nominal,454,F2,
848,C36,849,Eingeschränkte körperl. Leistung   ,Restricted physical performance,Ordinal,452,F2,
849,C37,850,Endokarditisausweis     ,endocarditis card,Nominal,452,F2,
850,C38,851,Fieberkrämpfe     ,febrile seizures,Nominal,533,F2,
851,C39,852,Epilept. Anfälle    ,epilept. seizures,Nominal,532,F2,
852,C39a,853,Häufigkeit: Epilept. Anfälle   ,Frequency: epilept. seizures,Nominal,156,F2,
853,C16,854,Jemals Operation    ,Ever surgery,Nominal,17384,F2,
854,C401,855,Entfernung d. Polypen   ,distance d. polyps,Nominal,6144,F2,
855,C40J1,856,Alter (Jahre): Entfernung d. Polypen ,Age (years): distance d. polyps,Metrisch,2470,F2,
856,C40M1,857,Alter (Monate): Entfernung d. Polypen ,Age (months): distance d. polyps,Metrisch,471,F2,
857,C402,858,Entfernung d. Mandeln   ,distance d. almonds,Nominal,6144,F2,
858,C40J2,859,Alter (Jahre): Entfernung d. Mandeln ,Age (years): distance d. almonds,Metrisch,963,F2,
859,C40M2,860,Alter (Monate): Entfernung d. Mandeln ,Age (months): distance d. almonds,Metrisch,136,F2,
860,C403,861,OP Leistenbruch    ,surgery inguinal hernia,Nominal,6144,F2,
861,C40J3,862,Alter (Jahre): OP Leistenbruch  ,Age (years): Operation hernia,Metrisch,607,F2,
862,C40M3,863,Alter (Monate): OP Leistenbruch  ,Age (months): OP hernia,Metrisch,310,F2,
863,C404,864,Beschneidung     ,clipping,Nominal,6144,F2,
864,C40J4,865,Alter (Jahre): Beschneidung   ,Age (years): circumcision,Metrisch,903,F2,
865,C40M4,866,Alter (Monate): Beschneidung   ,Age (months): circumcision,Metrisch,205,F2,
866,C405,867,Entfernung d. Blinddarms   ,distance d. appendix,Nominal,6144,F2,
867,C40J5,868,Alter (Jahre): Entfernung d. Blinddarms ,Age (years): distance d. appendix,Metrisch,373,F2,
868,C40M5,869,Alter (Monate): Entfernung d. Blinddarms ,Age (months): distance d. appendix,Metrisch,44,F2,
869,C406,870,Sonstige OP    ,other surgeries,Nominal,6144,F2,
870,C406J1,871,Alter (Jahre): 1 Sonst. OP ,Age (years): 1 Other. OP,Metrisch,3598,F2,-8
871,C406M1,872,Alter (Monate): 1 Sonst. OP ,Age (months): 1 Other. OP,Metrisch,1005,F2,-8
872,C406J2,873,Alter (Jahre): 2 Sonst. OP ,Age (years): 2 Other. OP,Metrisch,683,F2,
873,C406M2,874,Alter (Monate): 2 Sonst. OP ,Age (months): 2 Other. OP,Metrisch,176,F2,
874,C406J3,875,Alter (Jahre): 3 Sonst. OP ,Age (years): 3 Other. OP,Metrisch,161,F2,
875,C406M3,876,Alter (Monate): 3 Sonst. OP ,Age (months): 3 Other. OP,Metrisch,34,F2,
876,c406j4,877,Alter (Jahre): 4 Sonst. OP ,Age (years): 4 Other. OP,Metrisch,22,F2,
877,c406m4,878,Alter (Monate): 4 Sonst. OP ,Age (months): 4 Other. OP,Metrisch,4,F2,
878,Impfpop,879,Grundgesamtheit der Impfausweise   ,Population of vaccination certificates,Nominal,17640,F2,
879,Teanzahl,880,Anzahl der Tetanusimpfungen   ,Number of tetanus vaccinations,Metrisch,16459,F2,
880,TetJugA1,881,Tetanus: Vollständige Grundimmunisierung mit Booster und,Tetanus: Complete basic immunization with boosters and,Nominal,16459,F2,
881,TetJugA2,882,Tetanus: Vollständige Grundimmunisierung mit Booster und,Tetanus: Complete basic immunization with boosters and,Nominal,16459,F2,
882,Tetastat,883,Tetanusimpfstatus zum Zeitpunkt der Untersuchung ,Tetanus vaccination status at the time of the examination,Nominal,16459,F2,
883,TetGrB,884,Tetanus: Grundimmunisierung mit Booster  ,Tetanus: basic immunization with booster,Nominal,16459,F2,
884,TetGrund,885,Tetanus: Grundimmunisierung ohne Booster  ,Tetanus: basic immunization without boosters,Nominal,16459,F2,
885,Dianzahl,886,Anzahl der Diphtherieimpfungen   ,Number of diphtheria vaccinations,Metrisch,16459,F2,
886,DipJugA1,887,Diphtherie: Vollständige Grundimmunisierung mit Booster und,Diphtheria: Complete basic immunization with boosters and,Nominal,16459,F2,
887,DipJugA2,888,Diphtherie: Vollständige Grundimmunisierung mit Booster und,Diphtheria: Complete basic immunization with boosters and,Nominal,16459,F2,
888,Diphstat,889,Diphtherieimpfstatus zum Zeitpunkt der Untersuchung ,Diphtheria vaccination status at the time of the study,Nominal,16459,F2,
889,DipGrB,890,Diphtherie: Grundimmunisierung mit Booster  ,Diphtheria: basic immunization with booster,Nominal,16459,F2,
890,DipGrund,891,Diphtherie: Grundimmunisierung ohne Booster  ,Diphtheria: basic immunization without boosters,Nominal,16459,F2,
891,Peanzahl,892,Anzahl der Pertussisimpfungen   ,Number of pertussis vaccinations,Metrisch,16459,F2,
892,Pertstat,893,Pertussisimpfstatus zum Zeitpunkt der Untersuchung ,Pertussis vaccination status at the time of the study,Nominal,16459,F2,
893,PerGrB,894,Pertussis: Grundimmunisierung mit Booster  ,Pertussis: basic immunization with booster,Nominal,16459,F2,
894,PerGrund,895,Pertussis: Grundimmunisierung ohne Booster  ,Pertussis: basic immunization without boosters,Nominal,16459,F2,
895,Hianzahl,896,Anzahl der Hibimpfungen    ,Number of hib vaccinations,Metrisch,16459,F2,
896,Hibstat,897,Hib Impfstatus zum Zeitpunkt der Untersuchung ,Hib vaccination status at the time of the examination,Nominal,16459,F2,
897,HibGrB,898,Hib: Grundimmunisierung mit Booster   ,Hib: basic immunization with booster,Nominal,16459,F2,
898,HibGrund,899,Hib: Grundimmunisierung ohne Booster   ,Hib: basic immunization without boosters,Nominal,16459,F2,
899,Heanzahl,900,Anzahl der Hepatitis B aktiv Impfungen ,Number of active hepatitis B vaccinations,Metrisch,16459,F2,
900,HeBstat,901,Hepatitis B aktiv Impfstatus zum Zeitpunkt der Untersuchung  ,Hepatitis B active vaccination status at the time of the examination,Nominal,16459,F2,
901,HeBGrB,902,Hepatitis B aktiv: Grundimmunisierung mit Booster ,Hepatitis B active: primary immunization with booster,Nominal,16459,F2,
902,HeBGrund,903,Hepatitis B aktiv: Grundimmunisierung ohne Booster ,Hepatitis B active: basic immunization without booster,Nominal,16459,F2,
903,Poanzahl,904,Anzahl der Polioimpfungen    ,Number of polio vaccinations,Metrisch,16459,F2,
904,Polstat,905,Polioimpfstatus zum Zeitpunkt der Untersuchung  ,Polio vaccination status at the time of the study,Nominal,16459,F2,
905,PolGrB,906,Polio: Grundimmunisierung mit Booster   ,Polio: basic immunization with booster,Nominal,16459,F2,
906,PolGrund,907,Polio: Grundimmunisierung ohne Booster   ,Polio: basic immunization without boosters,Nominal,16459,F2,
907,PolJugA2,908,Polio: Vollständige Grundimmunisierung mit Booster und ,Polio: Complete basic immunization with boosters and,Nominal,16459,F2,
908,Maanzahl,909,AAnfzf aihldherMasernimpfungen     ,AAnfzf aihldher measles vaccinations,Metrisch,16459,F2,
909,Masstat,910,Masernimpfstatus zum Zeitpunkt der Untersuchung  ,Measles vaccination status at the time of the study,Nominal,16459,F2,
910,ersteMas,911,mind. eine Masernimpfung    ,at least one measles vaccination,Nominal,16459,F2,
911,zweitMas,912,mind. zwei Masernimpfungen    ,at least two measles vaccinations,Nominal,16459,F2,
912,Muanzahl,913,Anzahl der Mumpsimpfungen    ,Number of mumps vaccinations,Metrisch,16459,F2,
913,Mumstat,914,Mumpsimpfstatus zum Zeitpunkt der Untersuchung  ,Mumps vaccination status at the time of the examination,Nominal,16459,F2,
914,ersteMum,915,mind. eine Mumpsimpfung    ,at least one mumps vaccination,Nominal,16459,F2,
915,zweitMum,916,mind. zwei Mumpsimpfungen    ,at least two mumps vaccinations,Nominal,16459,F2,
916,Roanzahl,917,Anzahl der Roetelnimpfungen    ,Number of rubella vaccinations,Metrisch,16459,F2,
917,Rotstat,918,Roetelnimpfstatus zum Zeitpunkt der Untersuchung  ,Rubella vaccination status at the time of the study,Nominal,16459,F2,
918,ersteRoe,919,mind. eine Roetelnimpfung    ,at least one rubella vaccination,Nominal,16459,F2,
919,zweitRoe,920,mind. zwei Roetelnimpfungen    ,at least two rubella vaccinations,Nominal,16459,F2,
920,I13,921,Gab es Gründe gegen Impfung?  ,Were there any reasons against vaccination?,Nominal,17331,F2,
921,I141,922,Gründe gegen Impfung: Häufig krank  ,Reasons against vaccination: Frequently ill,Nominal,16929,F2,
922,I142,923,Gründe gegen Impfung: Angst vor Nebenwirkungen ,Reasons against vaccination: Fear of side effects,Nominal,16931,F2,
923,I143,924,Gründe gegen Impfung: Lieber Krankheit durchmachen ,Reasons against vaccination: prefer to go through illness,Nominal,16921,F2,
924,I144,925,Gründe gegen Impfung: Nicht informiert  ,Reasons against vaccination: Not informed,Nominal,16918,F2,
925,I145,926,Gründe gegen Impfung: Vergessen   ,Reasons against vaccination: forgetting,Nominal,16923,F2,
926,I146,927,Gründe gegen Impfung: Sonstige   ,Reasons against vaccination: Other,Nominal,16980,F3,
927,I146c,928,Sonstiger Grund gegen Impfung (kodiert)  ,Other reason against vaccination (coded),Nominal,435,F3,
928,I15,929,Hat Arzt von Impfungen abgeraten?  ,Did the doctor advise against vaccinations?,Nominal,17293,F2,
929,I15c1,930,1 abgeratene Impfung (kodiert)   ,1 vaccination not recommended (coded),Nominal,996,F3,
930,I15ac1,931,Grund: 1 abgeratene Impfung (kodiert)  ,Reason: 1 vaccination not recommended (coded),Nominal,987,F3,
931,I15c2,932,2 abgeratene Impfung (kodiert)   ,2 vaccination not recommended (coded),Nominal,90,F3,
932,I15ac2,933,Grund: 2 abgeratene Impfung (kodiert)  ,Reason: 2 vaccination not recommended (coded),Nominal,85,F3,
933,I15c3,934,3 abgeratene Impfung (kodiert)   ,3 vaccination not recommended (coded),Nominal,11,F3,
934,I15ac3,935,Grund: 3 abgeratene Impfung (kodiert)  ,Reason: 3 vaccination not recommended (coded),Nominal,11,F3,
935,i16,936,Impfung schlecht vertragen?    ,Vaccination poorly tolerated?,Nominal,17182,F2,
936,I161c2,937,1 schlecht vertragene Impfung (kodiert)  ,1 poorly tolerated vaccination (coded),Nominal,318,F3,
937,I161c11,938,Symptome: 1 Impfung (kodiert)   ,Symptoms: 1 vaccination (coded),Nominal,347,F3,
938,I161c12,939,2 Symptom: 1 Impfung (kodiert)  ,2 symptom: 1 vaccination (coded),Nominal,116,F3,
939,I161c13,940,3 Symptom: 1 Impfung (kodiert)  ,3 symptom: 1 vaccination (coded),Nominal,31,F3,
940,I161c14,941,4 Symptom: 1 Impfung (kodiert)  ,4 symptom: 1 vaccination (coded),Nominal,4,F3,
941,i161z,942,Tage bis Symptombeginn: 1 Impfung  ,Days to onset of symptoms: 1 vaccination,Nominal,264,F3,
942,i161,943,Impfschaden anerkannt: 1 Impfung   ,Vaccination damage recognized: 1 vaccination,Nominal,248,F2,
943,I162c2,944,2 schlecht vertragene Impfung (kodiert)  ,2 Poorly Tolerated Vaccination (Coded),Nominal,3,F3,
944,I162c1,945,Symptome: 2 Impfung (kodiert)   ,Symptoms: 2 vaccination (coded),Nominal,4,F3,
945,i162z,946,Tage bis Symptombeginn: 2 Impfung  ,Days to onset of symptoms: 2 vaccinations,Nominal,3,F2,
946,i162,947,Impfschaden anerkannt: 2 Impfung   ,Vaccination damage recognized: 2 vaccinations,Nominal,3,F2,
947,I163c2,948,3 schlecht vertragene Impfung (kodiert)  ,3 Poorly Tolerated Vaccination (Coded),Nominal,1,F3,
948,I163c1,949,Symptome: 3 Impfung (kodiert)   ,Symptoms: 3 vaccination (coded),Nominal,1,F3,
949,i163z,950,Tage bis Symptombeginn: 3 Impfung  ,Days to onset of symptoms: 3 vaccinations,Metrisch,0,F2,
950,i163,951,Impfschaden anerkannt: 3 Impfung   ,Vaccination damage recognized: 3 vaccinations,Nominal,1,F2,
951,anz_med,952,Anzahl Medikamente i.d.l. 7 Tagen  ,Number of medications idl 7 days,Nominal,17449,F2,
952,AMa00,953,ALIMENTÄRES SYSTEM UND STOFFWECHSEL   ,ALIMENTARY SYSTEM AND METABOLISM,Nominal,17449,F2,
953,AMb00,954,BLUT UND BLUT BILDENDE ORGANE  ,BLOOD AND BLOOD-FORMING ORGANS,Nominal,17449,F2,
954,AMc00,955,KARDIOVASKULÄRES SYSTEM     ,CARDIOVASCULAR SYSTEM,Nominal,17449,F2,
955,AMd00,956,DERMATIKA      ,DERMATICA,Nominal,17449,F2,
956,AMg00,957,UROGENITALSYSTEM UND SEXUALHORMONE    ,UROGENITAL SYSTEM AND SEXUAL HORMONES,Nominal,17449,F2,
957,AMh00,958,"SYST. HORMONPRÄP., EXKL. SEXUALHORM. U. INSULINE ","SYST. HORMONE PREP., EXCL. SEXUAL HORM. AND INSULINE",Nominal,17449,F2,
958,AMj00,959,ANTIINFEKTIVA Z. SYSTEMISCHEN ANWEND.   ,ANTIINFECTIVES FOR SYSTEMIC APPLICATION.,Nominal,17449,F2,
959,AMl00,960,ANTINEOPLAST. U. IMMUNMODULIER. MITTEL   ,ANTINEOPLAST. U. IMMUNOMODULIER. MEDIUM,Nominal,17449,F2,
960,AMm00,961,MUSKEL- UND SKELETTSYSTEM    ,MUSCLE AND SKELETAL SYSTEM,Nominal,17449,F2,
961,AMn00,962,NERVENSYSTEM      ,NERVOUS SYSTEM,Nominal,17449,F2,
962,AMp00,963,"ANTIPARASIT. MITTEL, INSEKTIZIDE U. REPELL.  ","ANTIPARASITE. AGENT, INSECTICIDES & REPELL.",Nominal,17449,F2,
963,AMr00,964,RESPIRATIONSTRAKT      ,RESPIRATORY TRACT,Nominal,17449,F2,
964,AMs00,965,SINNESORGANE      ,SENSE ORGANS,Nominal,17449,F2,
965,AMv00,966,VARIA      ,VARIA,Nominal,17449,F2,
966,AMz00,967,"HOMÖOPATHIKA, NICHT ANDERS ZUORDENB.   ",HOMEOPATHICS NOT OTHERWISE ALLOCATEDB.,Nominal,17449,F2,
967,AMa01,968,Stomatologika      ,stomatology,Nominal,17449,F2,
968,AMa11,969,Vitamine      ,vitamins,Nominal,17449,F2,
969,AMa12,970,Mineralstoffe      ,minerals,Nominal,17449,F2,
970,AMd02,971,Emollientia u. Hautschutzmittel    ,Emollients and skin protectants,Nominal,17449,F2,
971,AMd03,972,Zubereitungen z. Behandl. v. Wunden u. Geschwüren ,preparations e.g. treatment v. Wounds & Ulcers,Nominal,17449,F2,
972,AMd07,973,"Corticosteroide, dermatol. Zubereitungen    ","Corticosteroids, dermatol. preparations",Nominal,17449,F2,
973,AMd11,974,Andere Dermatika     ,Other dermatics,Nominal,17449,F2,
974,AMg03,975,Sexualhormone u. Modulatoren d. Genitalsystems  ,Sex hormones and modulators d. genital system,Nominal,17449,F2,
975,AMh03,976,Schilddrüsentherapie      ,thyroid therapy,Nominal,17449,F2,
976,AMj01,977,Antibiotika zur systemischen Anwendung   ,Antibiotics for systemic use,Nominal,17449,F2,
977,AMm01,978,Antiphlogistika und Antirheumatika    ,anti-inflammatory and anti-rheumatic drugs,Nominal,17449,F2,
978,AMm02,979,Topische Mittel gg. Gelenk- u. Muskelschmerzen ,Topical remedies for joint and muscle pain,Nominal,17449,F2,
979,AMn02,980,Analgetika      ,analgesics,Nominal,17449,F2,
980,AMr01,981,Rhinologika      ,rhinologicals,Nominal,17449,F2,
981,AMr02,982,Hals- und Rachentherapeutika    ,throat and throat therapeutics,Nominal,17449,F2,
982,AMr03,983,Antiasthmatika      ,antiasthmatics,Nominal,17449,F2,
983,AMr04,984,"Perkutane Balsamika, sonst. Inhalate   ","Percutaneous balsams, other inhalants",Nominal,17449,F2,
984,AMr05,985,Husten- und Erkältungspräparate    ,cough and cold preparations,Nominal,17449,F2,
985,AMr06,986,Antihistaminika zur systemischen Anwendung   ,Antihistamines for systemic use,Nominal,17449,F2,
986,fq01,987,Wie oft Milch?    ,How often milk?,Ordinal,15704,F2,-7
987,fq01a,988,Wie viel Milch?    ,how much milk,Ordinal,15644,F2,-7
988,fq01b,989,Welche Art von Milch?   ,What kind of milk?,Nominal,15173,F2,-7
989,fq02,990,Wie oft Erfrischungsgetränke?    ,How often soft drinks?,Ordinal,15755,F2,-7
990,fq02a,991,Wie viel Erfrischungsgetränke?    ,How many soft drinks?,Ordinal,15727,F2,-7
991,fq02b,992,Wie oft davon Light-Getränke?   ,How often of these diet drinks?,Ordinal,13288,F2,-7
992,fq03,993,Wie oft Sportler- oder Energiegetränke?  ,How often sports or energy drinks?,Ordinal,15631,F2,-7
993,fq03a,994,Wie viel Sportler- oder Energiegetränke?  ,How much sports or energy drinks?,Ordinal,15610,F2,-7
994,fq04,995,"Wie oft Fruchtsaft, Fruchtnektar, Gemüsesaft?  ","How often fruit juice, fruit nectar, vegetable juice?",Ordinal,15729,F2,-7
